date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,scaling,interpolated,x
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,,0.0,#item+label,#item+name+short,,,
2020-04-15,Beans (red) - Retail,1.2 KG,pulses and nuts,190.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.2 KG),Beans red,1.0,1.0,
2020-05-15,Beans (red) - Retail,1.2 KG,pulses and nuts,210.0,NGN,Nigeria,Yobe,2240.0,Yusufari,2389.0,78,15.0,161.0,5,2389_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1589500800.0
2020-06-15,Beans (red) - Retail,1.2 KG,pulses and nuts,225.0,NGN,Nigeria,Yobe,2240.0,Gujba (Buni Yadi),2390.0,78,15.0,161.0,5,2390_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1592179200.0
2020-07-15,Beans (red) - Retail,1.2 KG,pulses and nuts,275.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,78,15.0,161.0,5,1981_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1594771200.0
2020-08-15,Beans (red) - Retail,1.2 KG,pulses and nuts,325.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,78,15.0,161.0,5,2388_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1597449600.0
2020-09-15,Beans (red) - Retail,1.2 KG,pulses and nuts,320.0,NGN,Nigeria,Yobe,2240.0,Yusufari,2389.0,78,15.0,161.0,5,2389_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1600128000.0
2020-10-15,Beans (red) - Retail,1.2 KG,pulses and nuts,200.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,78,15.0,161.0,5,1981_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1602720000.0
2020-11-15,Beans (red) - Retail,1.2 KG,pulses and nuts,350.0,NGN,Nigeria,Yobe,2240.0,Bursari,2401.0,78,15.0,161.0,5,2401_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1605398400.0
2020-12-15,Beans (red) - Retail,1.2 KG,pulses and nuts,350.0,NGN,Nigeria,Yobe,2240.0,Yusufari,2389.0,78,15.0,161.0,5,2389_78_15_161,,2020.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1607990400.0
2021-01-15,Beans (red) - Retail,1.2 KG,pulses and nuts,375.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,78,15.0,161.0,5,1981_78_15_161,,2021.0,Beans (red) - Retail (1.2 KG),Beans red,1.0,0.0,1610668800.0
2016-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.3 KG),Beans red,1.0,1.0,
2016-02-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.3 KG),Beans red,1.0,1.0,
2016-03-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.3 KG),Beans red,1.0,1.0,
2016-04-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.3 KG),Beans red,1.0,1.0,
2016-05-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,,,,,,,78,,,5,,,,Beans (red) - Retail (1.3 KG),Beans red,1.0,1.0,
2016-06-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1465948800.0
2016-07-15,Beans (red) - Retail,1.3 KG,pulses and nuts,303.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1468540800.0
2016-08-15,Beans (red) - Retail,1.3 KG,pulses and nuts,325.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1471219200.0
2016-09-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Bullunkutu,2386.0,78,15.0,112.0,5,2386_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1473897600.0
2016-10-15,Beans (red) - Retail,1.3 KG,pulses and nuts,386.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1476489600.0
2016-11-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1479168000.0
2016-12-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2016.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1481760000.0
2017-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1484438400.0
2017-02-15,Beans (red) - Retail,1.3 KG,pulses and nuts,370.0,NGN,Nigeria,Borno,2216.0,Monday,2397.0,78,15.0,112.0,5,2397_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1487116800.0
2017-03-15,Beans (red) - Retail,1.3 KG,pulses and nuts,400.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1489536000.0
2017-04-15,Beans (red) - Retail,1.3 KG,pulses and nuts,435.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1492214400.0
2017-05-15,Beans (red) - Retail,1.3 KG,pulses and nuts,408.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1494806400.0
2017-06-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1497484800.0
2017-07-15,Beans (red) - Retail,1.3 KG,pulses and nuts,488.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1500076800.0
2017-08-15,Beans (red) - Retail,1.3 KG,pulses and nuts,950.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1502755200.0
2017-09-15,Beans (red) - Retail,1.3 KG,pulses and nuts,500.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1505433600.0
2017-10-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Custom,2395.0,78,15.0,112.0,5,2395_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1508025600.0
2017-11-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Monday,2397.0,78,15.0,112.0,5,2397_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1510704000.0
2017-12-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2017.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1513296000.0
2018-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,500.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1515974400.0
2018-02-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1518652800.0
2018-03-15,Beans (red) - Retail,1.3 KG,pulses and nuts,550.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1521072000.0
2018-04-15,Beans (red) - Retail,1.3 KG,pulses and nuts,550.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1523750400.0
2018-05-15,Beans (red) - Retail,1.3 KG,pulses and nuts,575.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1526342400.0
2018-06-15,Beans (red) - Retail,1.3 KG,pulses and nuts,512.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1529020800.0
2018-07-15,Beans (red) - Retail,1.3 KG,pulses and nuts,400.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1531612800.0
2018-08-15,Beans (red) - Retail,1.3 KG,pulses and nuts,475.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1534291200.0
2018-09-15,Beans (red) - Retail,1.3 KG,pulses and nuts,400.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1536969600.0
2018-10-15,Beans (red) - Retail,1.3 KG,pulses and nuts,400.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1539561600.0
2018-11-15,Beans (red) - Retail,1.3 KG,pulses and nuts,450.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1542240000.0
2018-12-15,Beans (red) - Retail,1.3 KG,pulses and nuts,530.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2018.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1544832000.0
2019-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,400.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1547510400.0
2019-02-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1550188800.0
2019-03-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1552608000.0
2019-04-15,Beans (red) - Retail,1.3 KG,pulses and nuts,350.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1555286400.0
2019-05-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1557878400.0
2019-06-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,NGN,Nigeria,Borno,2216.0,Tashan Bama,2398.0,78,15.0,112.0,5,2398_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1560556800.0
2019-07-15,Beans (red) - Retail,1.3 KG,pulses and nuts,264.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1563148800.0
2019-08-15,Beans (red) - Retail,1.3 KG,pulses and nuts,244.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1565827200.0
2019-09-15,Beans (red) - Retail,1.3 KG,pulses and nuts,236.0,NGN,Nigeria,Borno,2216.0,Baga Road,2385.0,78,15.0,112.0,5,2385_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1568505600.0
2019-10-15,Beans (red) - Retail,1.3 KG,pulses and nuts,232.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1571097600.0
2019-11-15,Beans (red) - Retail,1.3 KG,pulses and nuts,234.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1573776000.0
2019-12-15,Beans (red) - Retail,1.3 KG,pulses and nuts,230.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2019.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1576368000.0
2020-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,227.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1579046400.0
2020-02-15,Beans (red) - Retail,1.3 KG,pulses and nuts,185.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1581724800.0
2020-03-15,Beans (red) - Retail,1.3 KG,pulses and nuts,200.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1584230400.0
2020-04-15,Beans (red) - Retail,1.3 KG,pulses and nuts,225.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1586908800.0
2020-05-15,Beans (red) - Retail,1.3 KG,pulses and nuts,240.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1589500800.0
2020-06-15,Beans (red) - Retail,1.3 KG,pulses and nuts,275.0,NGN,Nigeria,Borno,2216.0,Custom,2395.0,78,15.0,112.0,5,2395_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1592179200.0
2020-07-15,Beans (red) - Retail,1.3 KG,pulses and nuts,271.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1594771200.0
2020-08-15,Beans (red) - Retail,1.3 KG,pulses and nuts,289.0,NGN,Nigeria,Borno,2216.0,Budum,2384.0,78,15.0,112.0,5,2384_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1597449600.0
2020-09-15,Beans (red) - Retail,1.3 KG,pulses and nuts,300.0,NGN,Nigeria,Borno,2216.0,Bullunkutu,2386.0,78,15.0,112.0,5,2386_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1600128000.0
2020-10-15,Beans (red) - Retail,1.3 KG,pulses and nuts,232.0,NGN,Nigeria,Borno,2216.0,Kusawam Shanu,2396.0,78,15.0,112.0,5,2396_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1602720000.0
2020-11-15,Beans (red) - Retail,1.3 KG,pulses and nuts,317.0,NGN,Nigeria,Borno,2216.0,Bullunkutu,2386.0,78,15.0,112.0,5,2386_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1605398400.0
2020-12-15,Beans (red) - Retail,1.3 KG,pulses and nuts,335.0,NGN,Nigeria,Borno,2216.0,Bullunkutu,2386.0,78,15.0,112.0,5,2386_78_15_112,,2020.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1607990400.0
2021-01-15,Beans (red) - Retail,1.3 KG,pulses and nuts,349.0,NGN,Nigeria,Borno,2216.0,Abba Gamaram,2394.0,78,15.0,112.0,5,2394_78_15_112,,2021.0,Beans (red) - Retail (1.3 KG),Beans red,1.0,0.0,1610668800.0
2016-01-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-02-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-03-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-04-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-05-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-06-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-07-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-08-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-09-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-10-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-11-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2016-12-15,Beans (white) - Retail,1.2 KG,pulses and nuts,250.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2016.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1481760000.0
2017-01-15,Beans (white) - Retail,1.2 KG,pulses and nuts,275.0,,,,,,,66,,,5,,,,Beans (white) - Retail (1.2 KG),Beans white,1.0,1.0,
2017-02-15,Beans (white) - Retail,1.2 KG,pulses and nuts,300.0,NGN,Nigeria,Yobe,2240.0,Yusufari,2389.0,66,15.0,161.0,5,2389_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1487116800.0
2017-03-15,Beans (white) - Retail,1.2 KG,pulses and nuts,350.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,66,15.0,161.0,5,2388_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1489536000.0
2017-04-15,Beans (white) - Retail,1.2 KG,pulses and nuts,375.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1492214400.0
2017-05-15,Beans (white) - Retail,1.2 KG,pulses and nuts,375.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1494806400.0
2017-06-15,Beans (white) - Retail,1.2 KG,pulses and nuts,375.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,66,15.0,161.0,5,2388_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1497484800.0
2017-07-15,Beans (white) - Retail,1.2 KG,pulses and nuts,800.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1500076800.0
2017-08-15,Beans (white) - Retail,1.2 KG,pulses and nuts,825.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1502755200.0
2017-09-15,Beans (white) - Retail,1.2 KG,pulses and nuts,700.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1505433600.0
2017-10-15,Beans (white) - Retail,1.2 KG,pulses and nuts,750.0,NGN,Nigeria,Yobe,2240.0,Damaturu (Sunday Market),2391.0,66,15.0,161.0,5,2391_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1508025600.0
2017-11-15,Beans (white) - Retail,1.2 KG,pulses and nuts,700.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1510704000.0
2017-12-15,Beans (white) - Retail,1.2 KG,pulses and nuts,650.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2017.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1513296000.0
2018-01-15,Beans (white) - Retail,1.2 KG,pulses and nuts,700.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1515974400.0
2018-02-15,Beans (white) - Retail,1.2 KG,pulses and nuts,725.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1518652800.0
2018-03-15,Beans (white) - Retail,1.2 KG,pulses and nuts,750.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1521072000.0
2018-04-15,Beans (white) - Retail,1.2 KG,pulses and nuts,800.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1523750400.0
2018-05-15,Beans (white) - Retail,1.2 KG,pulses and nuts,800.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1526342400.0
2018-06-15,Beans (white) - Retail,1.2 KG,pulses and nuts,400.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1529020800.0
2018-07-15,Beans (white) - Retail,1.2 KG,pulses and nuts,400.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,66,15.0,161.0,5,2388_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1531612800.0
2018-08-15,Beans (white) - Retail,1.2 KG,pulses and nuts,400.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1534291200.0
2018-09-15,Beans (white) - Retail,1.2 KG,pulses and nuts,400.0,NGN,Nigeria,Yobe,2240.0,Yusufari,2389.0,66,15.0,161.0,5,2389_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1536969600.0
2018-10-15,Beans (white) - Retail,1.2 KG,pulses and nuts,350.0,NGN,Nigeria,Yobe,2240.0,Potiskum,1981.0,66,15.0,161.0,5,1981_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1539561600.0
2018-11-15,Beans (white) - Retail,1.2 KG,pulses and nuts,275.0,NGN,Nigeria,Yobe,2240.0,Gulani (Tettaba),2400.0,66,15.0,161.0,5,2400_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1542240000.0
2018-12-15,Beans (white) - Retail,1.2 KG,pulses and nuts,275.0,NGN,Nigeria,Yobe,2240.0,Gujba (Buni Yadi),2390.0,66,15.0,161.0,5,2390_66_15_161,,2018.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1544832000.0
2019-01-15,Beans (white) - Retail,1.2 KG,pulses and nuts,300.0,NGN,Nigeria,Yobe,2240.0,Nguru,2387.0,66,15.0,161.0,5,2387_66_15_161,,2019.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1547510400.0
2019-02-15,Beans (white) - Retail,1.2 KG,pulses and nuts,275.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,66,15.0,161.0,5,2388_66_15_161,,2019.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1550188800.0
2019-03-15,Beans (white) - Retail,1.2 KG,pulses and nuts,290.0,NGN,Nigeria,Yobe,2240.0,Bade (Gashua),2388.0,66,15.0,161.0,5,2388_66_15_161,,2019.0,Beans (white) - Retail (1.2 KG),Beans white,1.0,0.0,1552608000.0
